ID_Contrato;Nome_Assessoria;Data_Envio_Assessoria;Dias_Em_Atraso_Inicial;Valor_Inadimplente_Inicial;Status_Cobranca;Score_Interno_Risco;Regiao_Cliente;ID_Pagamento;Numero_Parcela;Data_Vencimento;Data_Pagamento;Valor_Parcela;Valor_Pago;Forma_Pagamento;Indicador_Contemplado;Status_Parcela;Dias_Atraso_Efetivo;Classificacao_Risco;Taxa_Recuperacao_Percentual;Saldo_Devedor
CONTR_2026_00004;Nexus Mediação Financeira;2026-04-24;84;429512.0;Em Aberto;68.0;Centro-Oeste;PAG_0038519;49;2025-09-15;2025-09-13;1500;1500.0;Boleto;Não;Paga;0.0;Regular;0.3492335487716292;428012.0
CONTR_2026_00004;Nexus Mediação Financeira;2026-04-24;84;429512.0;Em Aberto;68.0;Centro-Oeste;PAG_0043572;25;2025-04-25;2025-04-22;450;450.0;Pix;Não;Paga;0.0;Regular;0.10477006463148876;429062.0
CONTR_2026_00004;Nexus Mediação Financeira;2026-04-24;84;429512.0;Em Aberto;68.0;Centro-Oeste;PAG_0045172;16;2025-11-28;;600;0.0;Boleto;Não;Em Aberto;0.0;Crítico;0.0;429512.0
CONTR_2026_00004;Nexus Mediação Financeira;2026-04-24;84;429512.0;Em Aberto;68.0;Centro-Oeste;PAG_0072105;40;2025-11-13;;600;0.0;Pix;Não;Em Aberto;0.0;Crítico;0.0;429512.0
CONTR_2026_00004;Nexus Mediação Financeira;2026-04-24;84;429512.0;Em Aberto;68.0;Centro-Oeste;PAG_0072857;32;2025-12-24;;450;0.0;Boleto;Sim;Em Aberto;0.0;Crítico;0.0;429512.0
CONTR_2026_00004;Nexus Mediação Financeira;2026-04-24;84;429512.0;Em Aberto;68.0;Centro-Oeste;PAG_0083033;14;2025-09-17;;450;0.0;Boleto;Não;Em Aberto;0.0;Crítico;0.0;429512.0
CONTR_2026_00004;Nexus Mediação Financeira;2026-04-24;84;429512.0;Em Aberto;68.0;Centro-Oeste;PAG_0086641;15;2025-09-25;;850;0.0;Pix;Sim;Em Aberto;0.0;Crítico;0.0;429512.0
CONTR_2026_00004;Nexus Mediação Financeira;2026-04-24;84;429512.0;Em Aberto;68.0;Centro-Oeste;PAG_0097903;19;2025-08-17;;450;0.0;Boleto;Sim;Em Aberto;0.0;Crítico;0.0;429512.0
CONTR_2026_00004;Nexus Mediação Financeira;2026-04-24;84;429512.0;Em Aberto;68.0;Centro-Oeste;PAG_0098269;50;2025-01-29;2025-02-20;1500;1540.89;Pix;Sim;Paga;22.0;Regular;0.35875365531114384;427971.11
CONTR_2026_00005;Fênix Recuperação De Crédito;2026-02-06;52;470091.0;Acordo Firmado;30.0;Sudeste;PAG_0000379;55;2025-03-02;2025-02-28;450;450.0;Pix;Não;Paga;0.0;Regular;0.09572614663969317;469641.0
CONTR_2026_00005;Fênix Recuperação De Crédito;2026-02-06;52;470091.0;Acordo Firmado;30.0;Sudeste;PAG_0006252;39;2025-05-17;;850;0.0;Pix;Sim;Em Aberto;0.0;Crítico;0.0;470091.0
CONTR_2026_00005;Fênix Recuperação De Crédito;2026-02-06;52;470091.0;Acordo Firmado;30.0;Sudeste;PAG_0013582;46;2026-01-22;2026-01-22;600;600.0;Pix;Não;Paga;0.0;Regular;0.12763486218625755;469491.0
CONTR_2026_00005;Fênix Recuperação De Crédito;2026-02-06;52;470091.0;Acordo Firmado;30.0;Sudeste;PAG_0046689;60;2025-03-04;2025-03-01;450;450.0;Boleto;Não;Paga;0.0;Regular;0.09572614663969317;469641.0
CONTR_2026_00005;Fênix Recuperação De Crédito;2026-02-06;52;470091.0;Acordo Firmado;30.0;Sudeste;PAG_0054844;26;2025-12-21;2026-03-16;450;471.62;Débito Automático;Não;Paga;85.0;Regular;0.10032525617380465;469619.38
CONTR_2026_00005;Fênix Recuperação De Crédito;2026-02-06;52;470091.0;Acordo Firmado;30.0;Sudeste;PAG_0054900;18;2025-07-13;2025-07-26;1500;1536.44;Boleto;Não;Paga;13.0;Regular;0.326838846095756;468554.56
CONTR_2026_00005;Fênix Recuperação De Crédito;2026-02-06;52;470091.0;Acordo Firmado;30.0;Sudeste;PAG_0073772;56;2026-03-06;2026-03-06;450;450.0;Boleto;Não;Paga;0.0;Regular;0.09572614663969317;469641.0
CONTR_2026_00005;Fênix Recuperação De Crédito;2026-02-06;52;470091.0;Acordo Firmado;30.0;Sudeste;PAG_0079162;12;2025-09-17;2025-10-31;1200;1241.42;Pix;Não;Paga;44.0;Regular;0.26408078435877314;468849.58
CONTR_2026_00005;Fênix Recuperação De Crédito;2026-02-06;52;470091.0;Acordo Firmado;30.0;Sudeste;PAG_0096399;42;2025-08-13;;600;0.0;Pix;Não;Em Aberto;0.0;Crítico;0.0;470091.0
CONTR_2026_00006;Fênix Recuperação De Crédito;2026-04-22;73;301785.0;Em Aberto;67.0;Nordeste;PAG_0000863;39;2025-08-01;;850;0.0;Boleto;Não;Em Aberto;0.0;Crítico;0.0;301785.0
CONTR_2026_00006;Fênix Recuperação De Crédito;2026-04-22;73;301785.0;Em Aberto;67.0;Nordeste;PAG_0012709;42;2025-12-17;;600;0.0;Boleto;Não;Em Aberto;0.0;Crítico;0.0;301785.0
CONTR_2026_00006;Fênix Recuperação De Crédito;2026-04-22;73;301785.0;Em Aberto;67.0;Nordeste;PAG_0013682;52;2025-09-08;2025-09-03;450;450.0;Pix;Não;Paga;0.0;Regular;0.14911277896515732;301335.0
CONTR_2026_00006;Fênix Recuperação De Crédito;2026-04-22;73;301785.0;Em Aberto;67.0;Nordeste;PAG_0037323;36;2025-08-27;2025-09-05;1500;1534.46;Boleto;Não;Paga;9.0;Regular;0.5084613218019451;300250.54
CONTR_2026_00006;Fênix Recuperação De Crédito;2026-04-22;73;301785.0;Em Aberto;67.0;Nordeste;PAG_0039337;41;2025-11-23;;850;0.0;Débito Automático;Não;Em Aberto;0.0;Crítico;0.0;301785.0
CONTR_2026_00006;Fênix Recuperação De Crédito;2026-04-22;73;301785.0;Em Aberto;67.0;Nordeste;PAG_0045511;44;2025-01-20;;600;0.0;Pix;Sim;Em Aberto;0.0;Crítico;0.0;301785.0
CONTR_2026_00006;Fênix Recuperação De Crédito;2026-04-22;73;301785.0;Em Aberto;67.0;Nordeste;PAG_0049826;24;2026-03-09;2026-03-09;850;850.0;Débito Automático;Sim;Paga;0.0;Regular;0.2816574713786305;300935.0
CONTR_2026_00006;Fênix Recuperação De Crédito;2026-04-22;73;301785.0;Em Aberto;67.0;Nordeste;PAG_0050256;29;2025-08-16;2025-08-15;1200;1200.0;Boleto;Sim;Paga;0.0;Regular;0.39763407724041955;300585.0
CONTR_2026_00006;Fênix Recuperação De Crédito;2026-04-22;73;301785.0;Em Aberto;67.0;Nordeste;PAG_0054045;14;2025-11-02;2025-10-30;850;850.0;Pix;Não;Paga;0.0;Regular;0.2816574713786305;300935.0
CONTR_2026_00006;Fênix Recuperação De Crédito;2026-04-22;73;301785.0;Em Aberto;67.0;Nordeste;PAG_0064321;48;2025-06-13;2025-06-12;1200;1200.0;Boleto;Não;Paga;0.0;Regular;0.39763407724041955;300585.0
CONTR_2026_00006;Fênix Recuperação De Crédito;2026-04-22;73;301785.0;Em Aberto;67.0;Nordeste;PAG_0096817;18;2025-01-12;2025-01-11;600;600.0;Pix;Não;Paga;0.0;Regular;0.19881703862020977;301185.0
CONTR_2026_00007;Fênix Recuperação De Crédito;2026-01-14;91;2097.28;Em Aberto;68.0;Sul;PAG_0002908;54;2025-01-13;;1200;0.0;Débito Automático;Sim;Em Aberto;0.0;Crítico;0.0;2097.28
CONTR_2026_00007;Fênix Recuperação De Crédito;2026-01-14;91;2097.28;Em Aberto;68.0;Sul;PAG_0028151;10;2025-08-22;2025-10-24;850;884.67;Boleto;Não;Paga;63.0;Regular;42.181778303326205;1212.6100000000001
CONTR_2026_00007;Fênix Recuperação De Crédito;2026-01-14;91;2097.28;Em Aberto;68.0;Sul;PAG_0029611;48;2025-05-19;2025-05-16;450;450.0;Pix;Não;Paga;0.0;Regular;21.456362526701252;1647.2800000000002
CONTR_2026_00007;Fênix Recuperação De Crédito;2026-01-14;91;2097.28;Em Aberto;68.0;Sul;PAG_0047692;19;2025-08-19;2025-08-17;1200;1200.0;Boleto;Não;Paga;0.0;Regular;57.21696673787;897.2800000000002
CONTR_2026_00007;Fênix Recuperação De Crédito;2026-01-14;91;2097.28;Em Aberto;68.0;Sul;PAG_0047755;28;2025-06-06;2025-06-05;600;600.0;Pix;Sim;Paga;0.0;Regular;28.608483368935;1497.2800000000002
CONTR_2026_00007;Fênix Recuperação De Crédito;2026-01-14;91;2097.28;Em Aberto;68.0;Sul;PAG_0052842;11;2026-02-05;2026-02-02;450;450.0;Pix;Não;Paga;0.0;Regular;21.456362526701252;1647.2800000000002
CONTR_2026_00007;Fênix Recuperação De Crédito;2026-01-14;91;2097.28;Em Aberto;68.0;Sul;PAG_0053713;5;2026-01-14;2026-01-17;450;459.45;Boleto;Não;Paga;3.0;Regular;21.906946139761974;1637.8300000000002
CONTR_2026_00007;Fênix Recuperação De Crédito;2026-01-14;91;2097.28;Em Aberto;68.0;Sul;PAG_0056336;20;2025-02-15;2025-02-20;600;612.99;Boleto;Não;Paga;5.0;Regular;29.22785703387244;1484.2900000000002
CONTR_2026_00007;Fênix Recuperação De Crédito;2026-01-14;91;2097.28;Em Aberto;68.0;Sul;PAG_0064541;52;2025-10-23;2026-02-09;1500;1583.96;Boleto;Sim;Paga;109.0;Regular;75.5244888617638;513.3200000000002
CONTR_2026_00007;Fênix Recuperação De Crédito;2026-01-14;91;2097.28;Em Aberto;68.0;Sul;PAG_0076721;45;2025-05-26;;1500;0.0;Débito Automático;Sim;Em Aberto;0.0;Crítico;0.0;2097.28
CONTR_2026_00007;Fênix Recuperação De Crédito;2026-01-14;91;2097.28;Em Aberto;68.0;Sul;PAG_0082340;38;2025-11-14;2026-01-30;850;888.6;Débito Automático;Não;Paga;77.0;Regular;42.369163869392736;1208.6800000000003
CONTR_2026_00007;Fênix Recuperação De Crédito;2026-01-14;91;2097.28;Em Aberto;68.0;Sul;PAG_0094489;51;2026-03-17;2026-04-05;850;872.33;Boleto;Sim;Paga;19.0;Regular;41.59339716203845;1224.9500000000003
CONTR_2026_00008;Acerta Crédito Integrado;2026-01-27;78;7419.47;Ajuizado;58.0;Centro-Oeste;PAG_0002547;43;2025-05-29;2025-05-26;450;450.0;Boleto;Sim;Paga;0.0;Regular;6.065123250043467;6969.47
CONTR_2026_00008;Acerta Crédito Integrado;2026-01-27;78;7419.47;Ajuizado;58.0;Centro-Oeste;PAG_0009782;60;2025-09-10;2025-09-06;850;850.0;Pix;Não;Paga;0.0;Regular;11.456343916748772;6569.47
CONTR_2026_00008;Acerta Crédito Integrado;2026-01-27;78;7419.47;Ajuizado;58.0;Centro-Oeste;PAG_0037706;15;2025-12-10;;600;0.0;Boleto;Sim;Em Aberto;0.0;Crítico;0.0;7419.47
CONTR_2026_00008;Acerta Crédito Integrado;2026-01-27;78;7419.47;Ajuizado;58.0;Centro-Oeste;PAG_0046262;10;2025-12-22;2025-12-26;600;612.79;Boleto;Não;Paga;4.0;Regular;8.259215280875857;6806.68
CONTR_2026_00008;Acerta Crédito Integrado;2026-01-27;78;7419.47;Ajuizado;58.0;Centro-Oeste;PAG_0058024;11;2025-02-28;2025-02-27;600;600.0;Pix;Não;Paga;0.0;Regular;8.086831000057956;6819.47
CONTR_2026_00008;Acerta Crédito Integrado;2026-01-27;78;7419.47;Ajuizado;58.0;Centro-Oeste;PAG_0060017;58;2025-09-09;2025-09-06;850;850.0;Pix;Não;Paga;0.0;Regular;11.456343916748772;6569.47
CONTR_2026_00008;Acerta Crédito Integrado;2026-01-27;78;7419.47;Ajuizado;58.0;Centro-Oeste;PAG_0060327;34;2026-01-16;2026-01-12;1500;1500.0;Pix;Não;Paga;0.0;Regular;20.21707750014489;5919.47
CONTR_2026_00008;Acerta Crédito Integrado;2026-01-27;78;7419.47;Ajuizado;58.0;Centro-Oeste;PAG_0062756;22;2025-10-19;;450;0.0;Débito Automático;Sim;Em Aberto;0.0;Crítico;0.0;7419.47
CONTR_2026_00008;Acerta Crédito Integrado;2026-01-27;78;7419.47;Ajuizado;58.0;Centro-Oeste;PAG_0067868;6;2025-06-05;2025-06-03;1500;1500.0;Débito Automático;Sim;Paga;0.0;Regular;20.21707750014489;5919.47
CONTR_2026_00008;Acerta Crédito Integrado;2026-01-27;78;7419.47;Ajuizado;58.0;Centro-Oeste;PAG_0072494;50;2025-11-02;2025-12-10;1200;1239.05;Boleto;Não;Paga;38.0;Regular;16.699979917703015;6180.42
CONTR_2026_00008;Acerta Crédito Integrado;2026-01-27;78;7419.47;Ajuizado;58.0;Centro-Oeste;PAG_0076761;14;2025-03-13;2025-04-04;600;616.36;Boleto;Não;Paga;22.0;Regular;8.307331925326203;6803.110000000001
CONTR_2026_00009;Nexus Mediação Financeira;2026-03-24;51;2825.15;Em Aberto;77.0;Nordeste;PAG_0013084;30;2025-02-19;2025-02-16;850;850.0;Boleto;Não;Paga;0.0;Regular;30.086898040811995;1975.15
CONTR_2026_00009;Nexus Mediação Financeira;2026-03-24;51;2825.15;Em Aberto;77.0;Nordeste;PAG_0023740;43;2025-10-16;2025-10-13;600;600.0;Pix;Sim;Paga;0.0;Regular;21.237810381749643;2225.15
CONTR_2026_00009;Nexus Mediação Financeira;2026-03-24;51;2825.15;Em Aberto;77.0;Nordeste;PAG_0050412;26;2025-07-14;2025-07-13;850;850.0;Débito Automático;Não;Paga;0.0;Regular;30.086898040811995;1975.15
CONTR_2026_00009;Nexus Mediação Financeira;2026-03-24;51;2825.15;Em Aberto;77.0;Nordeste;PAG_0051522;16;2025-11-14;;450;0.0;Débito Automático;Sim;Em Aberto;0.0;Crítico;0.0;2825.15
CONTR_2026_00009;Nexus Mediação Financeira;2026-03-24;51;2825.15;Em Aberto;77.0;Nordeste;PAG_0072631;10;2026-01-06;2026-01-03;1500;1500.0;Débito Automático;Sim;Paga;0.0;Regular;53.094525954374106;1325.15
CONTR_2026_00009;Nexus Mediação Financeira;2026-03-24;51;2825.15;Em Aberto;77.0;Nordeste;PAG_0075285;30;2026-01-30;2026-01-30;600;600.0;Pix;Não;Paga;0.0;Regular;21.237810381749643;2225.15
CONTR_2026_00009;Nexus Mediação Financeira;2026-03-24;51;2825.15;Em Aberto;77.0;Nordeste;PAG_0087354;50;2025-10-11;;1200;0.0;Boleto;Sim;Em Aberto;0.0;Crítico;0.0;2825.15
CONTR_2026_00010;Acerta Crédito Integrado;2026-01-31;63;6099.55;Acordo Firmado;53.0;Nordeste;PAG_0000657;40;2025-02-01;2025-01-27;450;450.0;Débito Automático;Sim;Paga;0.0;Regular;7.3775934290234515;5649.55
CONTR_2026_00010;Acerta Crédito Integrado;2026-01-31;63;6099.55;Acordo Firmado;53.0;Nordeste;PAG_0000891;57;2025-12-19;;1500;0.0;Pix;Sim;Em Aberto;0.0;Crítico;0.0;6099.55
CONTR_2026_00010;Acerta Crédito Integrado;2026-01-31;63;6099.55;Acordo Firmado;53.0;Nordeste;PAG_0001918;35;2025-11-20;2025-11-15;450;450.0;Pix;Não;Paga;0.0;Regular;7.3775934290234515;5649.55
CONTR_2026_00010;Acerta Crédito Integrado;2026-01-31;63;6099.55;Acordo Firmado;53.0;Nordeste;PAG_0037724;55;2025-01-23;;1500;0.0;Pix;Sim;Em Aberto;0.0;Crítico;0.0;6099.55
CONTR_2026_00010;Acerta Crédito Integrado;2026-01-31;63;6099.55;Acordo Firmado;53.0;Nordeste;PAG_0059284;21;2025-11-03;2026-01-06;1200;1249.34;Débito Automático;Não;Paga;64.0;Regular;20.482494610258133;4850.21
CONTR_2026_00010;Acerta Crédito Integrado;2026-01-31;63;6099.55;Acordo Firmado;53.0;Nordeste;PAG_0062844;36;2026-03-18;;450;0.0;Débito Automático;Sim;Em Aberto;0.0;Crítico;0.0;6099.55
CONTR_2026_00010;Acerta Crédito Integrado;2026-01-31;63;6099.55;Acordo Firmado;53.0;Nordeste;PAG_0088178;47;2025-11-21;;1500;0.0;Pix;Não;Em Aberto;0.0;Crítico;0.0;6099.55
CONTR_2026_00010;Acerta Crédito Integrado;2026-01-31;63;6099.55;Acordo Firmado;53.0;Nordeste;PAG_0099209;15;2025-08-21;;1200;0.0;Boleto;Sim;Em Aberto;0.0;Crítico;0.0;6099.55
CONTR_2026_00011;Fênix Recuperação De Crédito;2026-04-20;125;3147.39;Em Aberto;14.0;Sudeste;PAG_0008657;39;2026-01-31;;600;0.0;Pix;Sim;Em Aberto;0.0;Crítico;0.0;3147.39
CONTR_2026_00011;Fênix Recuperação De Crédito;2026-04-20;125;3147.39;Em Aberto;14.0;Sudeste;PAG_0026026;7;2025-05-24;2025-05-24;450;450.0;Boleto;Não;Paga;0.0;Regular;14.29756083612136;2697.39
CONTR_2026_00011;Fênix Recuperação De Crédito;2026-04-20;125;3147.39;Em Aberto;14.0;Sudeste;PAG_0030110;50;2025-07-21;2025-08-20;850;875.42;Débito Automático;Sim;Paga;30.0;Regular;27.814157127016355;2271.97
CONTR_2026_00011;Fênix Recuperação De Crédito;2026-04-20;125;3147.39;Em Aberto;14.0;Sudeste;PAG_0032226;14;2025-07-04;2025-07-02;1200;1200.0;Boleto;Não;Paga;0.0;Regular;38.12682889632362;1947.3899999999999
CONTR_2026_00011;Fênix Recuperação De Crédito;2026-04-20;125;3147.39;Em Aberto;14.0;Sudeste;PAG_0034675;31;2025-04-27;2025-05-07;450;460.49;Boleto;Não;Paga;10.0;Regular;14.630852865390054;2686.8999999999996
CONTR_2026_00011;Fênix Recuperação De Crédito;2026-04-20;125;3147.39;Em Aberto;14.0;Sudeste;PAG_0037650;28;2025-12-21;2025-12-17;1200;1200.0;Pix;Não;Paga;0.0;Regular;38.12682889632362;1947.3899999999999
